texto,categoria,prioridade,setor
Foi identificado que servidor registrou comportamento de rede fora do padrão. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Segurança,Alta,Infraestrutura
Estamos com uma ocorrência em que sistema corporativo não consegue gerar o documento para impressão. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Impressora,Crítica,Sistemas
Foi identificado que usuário recebeu aviso de alteração de senha que não solicitou. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,Acesso,Crítica,Segurança
"Preciso de suporte porque impressora compartilhada não está disponível para alguns usuários. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Impressora,Média,Infraestrutura
"Estamos com uma ocorrência em que caixa de e-mail apresenta erro ao abrir. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Podem verificar, por favor?",E-mail,Alta,Suporte N1
Estamos com uma ocorrência em que estação de trabalho reinicia sem aviso. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Hardware,Alta,Infraestrutura
Preciso de suporte porque usuário recebeu aviso de alteração de senha que não solicitou. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Acesso,Alta,Segurança
Estamos com uma ocorrência em que usuário recebeu mensagem suspeita solicitando credenciais. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Segurança
Estamos com uma ocorrência em que arquivo corporativo foi alterado sem explicação. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Segurança,Crítica,Segurança
Foi identificado que conexão Wi-Fi cai durante o expediente. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Rede,Baixa,Infraestrutura
"Foi identificado que monitor fica sem imagem durante o uso. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Hardware,Média,Suporte N1
Foi identificado que VPN corporativa não estabelece conexão. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Rede,Média,Infraestrutura
Estamos com uma ocorrência em que credenciais parecem ter sido utilizadas em outro dispositivo. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Acesso,Crítica,Segurança
Foi identificado que sistema interno não carrega uma das telas. A atividade pode continuar por outro caminho e não há interrupção relevante. Solicito análise da equipe responsável.,Software,Baixa,Sistemas
"Preciso de suporte porque equipamento não recebe conexão pela rede cabeada. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Rede,Baixa,Infraestrutura
"Foi identificado que integração entre dois sistemas deixou de funcionar. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",Software,Crítica,Sistemas
"Preciso de suporte porque conta ficou bloqueada após tentativas de login. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Acesso,Média,Suporte N1
Estamos com uma ocorrência em que sistema registrou alterações de dados sem identificação clara. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Segurança,Média,Sistemas
"Preciso de suporte porque permissão de acesso não foi aplicada corretamente no sistema. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Precisamos de orientação para resolver a situação.",Acesso,Média,Sistemas
Estamos com uma ocorrência em que Outlook não está sincronizando novas mensagens. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Precisamos de orientação para resolver a situação.,E-mail,Crítica,Suporte N1
Preciso de suporte porque usuário precisa de ajuda para selecionar a rede corporativa correta. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Rede,Crítica,Suporte N1
Estamos com uma ocorrência em que estação apresenta alertas de segurança recorrentes. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Segurança,Média,Segurança
"Foi identificado que conexão com o servidor está intermitente. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Rede,Baixa,Infraestrutura
"Preciso de suporte porque driver da impressora apresenta erro na estação. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Podem verificar, por favor?",Impressora,Média,Suporte N1
"Foi identificado que aplicativo corporativo fecha sozinho ao executar uma tarefa. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Software,Alta,Suporte N1
Estamos com uma ocorrência em que driver da impressora apresenta erro na estação. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Impressora,Crítica,Suporte N1
Estamos com uma ocorrência em que equipamento foi encontrado com um dispositivo desconhecido conectado. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Solicito análise da equipe responsável.,Hardware,Crítica,Segurança
Foi identificado que senha do usuário não está sendo aceita. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,Acesso,Baixa,Suporte N1
Foi identificado que disco do computador apresenta erros durante o uso. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,Hardware,Crítica,Infraestrutura
Foi identificado que credenciais parecem ter sido utilizadas em outro dispositivo. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Precisamos de orientação para resolver a situação.,Acesso,Alta,Segurança
Foi identificado que rede apresenta perda de conexão durante o trabalho. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Solicito análise da equipe responsável.,Rede,Alta,Infraestrutura
Estamos com uma ocorrência em que funcionalidade do portal corporativo não responde. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Precisamos de orientação para resolver a situação.,Software,Alta,Sistemas
Preciso de suporte porque credenciais parecem ter sido utilizadas em outro dispositivo. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Solicito análise da equipe responsável.,Acesso,Alta,Segurança
Foi identificado que aplicativo corporativo fecha sozinho ao executar uma tarefa. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Software,Média,Suporte N1
