texto,categoria,prioridade,setor,grupo
Podem verificar? O filtro configurado não está sendo aplicado. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Podem me ajudar?,E-mail,Média,Sistemas,regras
"Olá, minha conta não permite iniciar a sessão. Diversos usuários foram impactados e não há uma solução prática para o setor. Preciso de orientação.",Acesso,Alta,Suporte N1,login
Podem verificar? Minha conta registra acesso em um horário em que eu não estava trabalhando. Muitos usuários estão impedidos de executar atividades críticas da empresa. Podem me ajudar?,Segurança,Crítica,Segurança,acesso_suspeito
"Olá, não conseguimos localizar a impressora compartilhada. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Podem me ajudar?",Impressora,Crítica,Infraestrutura,rede_impressao
Podem verificar? A conexão sem fio cai várias vezes. O problema afeta diversos usuários e precisa ser tratado com rapidez.,Rede,Alta,Infraestrutura,wifi
"Pessoal, o equipamento não permanece ligado. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Preciso de orientação.",Hardware,Crítica,Suporte N1,energia
"Olá, não consigo mandar e-mails para outros usuários. Uma função importante para o setor ficou indisponível para várias pessoas. Conseguem verificar?",E-mail,Alta,Suporte N1,envio
"Olá, a conexão física da estação não disponibiliza a rede. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Solicito análise.",Rede,Média,Infraestrutura,cabeada
Tenho uma ocorrência em que É um incômodo pontual e o trabalho continua normalmente. O problema é que a impressora não aparece disponível na estação. Preciso de orientação.,Impressora,Baixa,Suporte N1,offline
"Bom dia, A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. O problema é que a autenticação não conclui quando tento acessar.",Acesso,Crítica,Suporte N1,login
Tenho uma ocorrência em que A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. O problema é que o usuário ficou impedido de iniciar sessão.,Acesso,Crítica,Suporte N1,bloqueio
Podem verificar? Um remetente desconhecido pediu informações da minha conta. A equipe está sem conseguir concluir uma operação necessária para o trabalho. Isso começou hoje.,Segurança,Alta,Segurança,phishing
"Preciso de ajuda: Uma funcionalidade está indisponível apenas para meu usuário. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Solicito análise.",Acesso,Média,Sistemas,permissao
Estou com um problema: Grande parte da operação está parada e não existe alternativa disponível. O problema é que uma mensagem permanece na caixa de saída. Isso começou hoje.,E-mail,Crítica,Suporte N1,envio
"Bom dia, Muitos usuários estão impedidos de executar atividades críticas da empresa. O problema é que a máquina desliga quando fica quente. Preciso de orientação.",Hardware,Crítica,Infraestrutura,temperatura
"Estou com um problema: Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que a integração não está enviando os dados esperados. Solicito análise.",Software,Baixa,Sistemas,integracao
O sistema pede troca de senha mas o processo falha. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Preciso de orientação.,Acesso,Média,Suporte N1,senha
"Preciso de ajuda: Consigo entrar no sistema, mas uma função não aparece para mim. A ocorrência interrompeu uma operação essencial em larga escala.",Acesso,Crítica,Sistemas,permissao
"Olá, a integração não está enviando os dados esperados. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Isso começou hoje.",Software,Alta,Sistemas,integracao
Estou com um problema: Um serviço essencial para a empresa ficou indisponível para muitos usuários. O problema é que não consigo fazer login no ambiente de trabalho. Agradeço se puderem verificar.,Acesso,Crítica,Segurança,login
Preciso de ajuda: Recebi aviso de login que não reconheço. O problema afeta diversos usuários e precisa ser tratado com rapidez.,Segurança,Alta,Segurança,acesso_suspeito
"Bom dia, É um incômodo pontual e o trabalho continua normalmente. O problema é que os arquivos enviados para impressão não avançam. Agradeço se puderem verificar.",Impressora,Baixa,Suporte N1,fila
"Bom dia, A ocorrência já compromete o trabalho de uma equipe inteira. O problema é que o envio de mensagens retorna erro. Solicito análise.",E-mail,Alta,Suporte N1,envio
"A conexão com a internet está oscilando. O problema está limitado a uma estação, mas interfere no trabalho diário. Conseguem verificar?",Rede,Média,Infraestrutura,internet
"Olá, recebi confirmação de acesso que não fui eu quem realizou. Um serviço essencial para a empresa ficou indisponível para muitos usuários. Conseguem verificar?",Segurança,Crítica,Segurança,acesso_suspeito
Preciso de ajuda: Não consigo chegar aos recursos internos trabalhando de casa. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Agradeço se puderem verificar.,Rede,Alta,Infraestrutura,vpn
"Pessoal, as mensagens novas não aparecem no aplicativo de e-mail. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Preciso de orientação.",E-mail,Baixa,Suporte N1,sincronizacao
Tenho uma ocorrência em que Diversos usuários foram impactados e não há uma solução prática para o setor. O problema é que não consigo entrar na minha conta corporativa.,Acesso,Alta,Suporte N1,login
"Olá, um recurso interno da rede deixou de responder. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Conseguem verificar?",Rede,Média,Infraestrutura,recursos_rede
"Pessoal, o teclado parou de responder em algumas teclas. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Isso começou hoje.",Hardware,Média,Suporte N1,perifericos
Preciso de ajuda: Não consigo concluir a recuperação da senha. Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. Solicito análise.,Acesso,Alta,Suporte N1,senha
Preciso de ajuda: Informações registradas em um sistema não chegam ao outro. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Preciso de orientação.,Software,Crítica,Sistemas,integracao
"Olá, a conexão fica indo e voltando durante o expediente. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Preciso de orientação.",Rede,Crítica,Infraestrutura,wifi
Estou com um problema: Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que não recebo e-mails de determinados remetentes. Preciso de orientação.,E-mail,Crítica,Suporte N1,recebimento
Podem verificar? Algumas mensagens esperadas não estão chegando. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Podem me ajudar?,E-mail,Baixa,Suporte N1,recebimento
"Olá, não consigo confirmar o segundo fator de acesso. O impacto é pequeno neste momento e não existe urgência operacional. Conseguem verificar?",Acesso,Baixa,Suporte N1,mfa
"Tenho uma ocorrência em que A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que preciso redefinir a senha da conta. Conseguem verificar?",Acesso,Média,Suporte N1,senha
"Estou com um problema: Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que a máquina desliga quando fica quente. Agradeço se puderem verificar.",Hardware,Baixa,Infraestrutura,temperatura
Preciso de ajuda: A webcam não é detectada pelo computador. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Solicito análise.,Hardware,Crítica,Suporte N1,perifericos
"Pessoal, o serviço de e-mail falha quando tento enviar. O problema está limitado a uma estação, mas interfere no trabalho diário.",E-mail,Média,Suporte N1,envio
"Estou com um problema: O impacto é pequeno neste momento e não existe urgência operacional. O problema é que a estação liga, mas não exibe vídeo. Solicito análise.",Hardware,Baixa,Suporte N1,video
Identificamos que não consigo mandar e-mails para outros usuários. Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la.,E-mail,Baixa,Suporte N1,envio
Estou com um problema: Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que a estação fica muito quente e perde desempenho. Conseguem verificar?,Hardware,Crítica,Infraestrutura,temperatura
"Bom dia, Consigo continuar por outro caminho e isso não bloqueia minha rotina. O problema é que surgiram alertas sobre um possível software malicioso. Isso começou hoje.",Segurança,Baixa,Segurança,malware
"Olá, o programa não funciona como antes após ser atualizado. Isso está atrapalhando o trabalho de uma pessoa durante a rotina. Isso começou hoje.",Software,Média,Sistemas,atualizacao
"Bom dia, Consigo continuar por outro caminho e isso não bloqueia minha rotina. O problema é que o ERP retorna erro ao registrar uma operação. Solicito análise.",Software,Baixa,Sistemas,erp
"Olá, o processo automático entre os sistemas parou. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Conseguem verificar?",Software,Média,Sistemas,integracao
"Bom dia, Grande parte da operação está parada e não existe alternativa disponível. O problema é que dois sistemas deixaram de trocar informações. Conseguem verificar?",Software,Crítica,Sistemas,integracao
Podem verificar? A conexão segura com a rede corporativa não completa. É um incômodo pontual e o trabalho continua normalmente. Solicito análise.,Rede,Baixa,Infraestrutura,vpn
"Pessoal, o computador passou a abrir programas que não reconheço. A rotina individual está comprometida, porém o restante da equipe segue trabalhando. Preciso de orientação.",Segurança,Média,Segurança,malware
"Bom dia, O usuário perdeu produtividade e precisa de suporte para continuar a atividade. O problema é que os e-mails não estão sendo movidos para a pasta configurada.",E-mail,Média,Sistemas,regras
Podem verificar? A caixa parece não receber novas mensagens. Grande parte da operação está parada e não existe alternativa disponível. Solicito análise.,E-mail,Crítica,Suporte N1,recebimento
Estou com um problema: Grande parte da operação está parada e não existe alternativa disponível. O problema é que apareceu um programa no computador que eu nunca instalei. Preciso de orientação.,Segurança,Crítica,Segurança,malware
